filename,date,manual_snowdepth,keypoint_model
W2B_WSCT0483.JPG,,-15.216,-9.619999068
W2B_WSCT0490.JPG,,-8.1537,-8.682918539
W2B_WSCT0494.JPG,,-13.8708,-7.918640231
W2B_WSCT0501.JPG,,-14.5434,-8.552202795
E6A_WSCT0030.JPG,,1.057,6.609125766849161
E6A_WSCT0039.JPG,,-1.649,0.5952373935170385
E6A_WSCT0049.JPG,,-1.638,0.4854715518796411
E6A_WSCT0052.JPG,,-1.154,0.5630978312225352
E6A_WSCT0067.JPG,,0.166,1.2143908738627829
E6A_WSCT0081.JPG,,-1.253,0.11215354357409524
E6A_WSCT0085.JPG,,-1.627,4.710659523762843
E6A_WSCT0092.JPG,,0.122,2.536290869998595
E6A_WSCT0097.JPG,,0.573,2.773271916013698
E6A_WSCT0102.JPG,,-3.409,-0.568534986
E6A_WSCT0118.JPG,,5.446,6.680404281341453
E6A_WSCT0123.JPG,,11.155,11.548824521812548
E6A_WSCT0135.JPG,,0.177,0.8769569563073674
E6A_WSCT0156.JPG,,-8.194,-5.267083083
E6A_WSCT0157.JPG,,-6.379,-5.187178701
E6A_WSCT0183.JPG,,-6.39,-3.034997744
E6A_WSCT0186.JPG,,20.043,28.734750061217596
E6A_WSCT0216.JPG,,58.334,64.43755469182133
E6A_WSCT0224.JPG,,46.487,49.95495991497941
E6A_WSCT0233.JPG,,50.029,57.977604239721074
E6A_WSCT0235.JPG,,46.487,50.725657387055435
E6A_WSCT0240.JPG,,48.676,52.869405788696184
E6A_WSCT0274.JPG,,60.149,65.29705388626263
E6A_WSCT0275.JPG,,59.676,65.86891333758709
E6A_WSCT0293.JPG,,84.349,84.83461819249109
E6A_WSCT0294.JPG,,83.909,84.63018506127844
E6A_WSCT0307.JPG,,77.298,79.94037952835993
E6A_WSCT0328.JPG,,72.92,79.65615069475473
E6A_WSCT0336.JPG,,75.109,78.83160856528275
E6A_WSCT0362.JPG,,100.178,102.48899509703435
E6A_WSCT0363.JPG,,100.629,100.91131758854968
E6A_WSCT0373.JPG,,102.829,102.20754900350522
E6A_WSCT0377.JPG,,102.378,102.87237386536705
E6A_WSCT0382.JPG,,99.298,100.83924260043534
E6A_WSCT0383.JPG,,98.869,100.10698909203339
E6A_WSCT0386.JPG,,96.647,100.10316966584153
E6A_WSCT0389.JPG,,100.629,101.13698017070044
E6A_WSCT0390.JPG,,100.178,102.46607443126479
E6A_WSCT0406.JPG,,98,101.8337818630678
E6A_WSCT0411.JPG,,96.229,95.65925503
E6A_WSCT0419.JPG,,117.36,116.22990931158887
E6A_WSCT0420.JPG,,116.48,116.22854430269925
E6A_WSCT0436.JPG,,113.389,112.67816749038039
E6A_WSCT0442.JPG,,110.76,112.64099044471368
E6A_WSCT0450.JPG,,106.36,106.6026153462328
E6A_WSCT0459.JPG,,102.4,103.2349279
E6A_WSCT0464.JPG,,103.28,101.50120021441563
E6A_WSCT0469.JPG,,104.6,105.79064021583443
E6A_WSCT0474.JPG,,104.149,111.59517190941492
E6B_WSCT0019.JPG,,1.3038,3.0819011724631764
E6B_WSCT0025.JPG,,6.2052,2.654644187
E6B_WSCT0036.JPG,,4.1514,4.857672734237667
E6B_WSCT0048.JPG,,2.1102,4.895346801926792
E6B_WSCT0074.JPG,,4.5924,7.944913726948926
E9A_WSCT0031.JPG,,-0.505,6.067055671686262
E9A_WSCT0049.JPG,,-0.5538,4.472921790786586
E9A_WSCT0067.JPG,,2.3742,4.623329665598192
E9A_WSCT0080.JPG,,1.7886,3.6472078585330223
E9A_WSCT0092.JPG,,6.2904,10.28489342769717
E9A_WSCT0093.JPG,,7.7056,10.519564316708738
E9A_WSCT0113.JPG,,2.789,6.678560624424335
E9A_WSCT0146.JPG,,8.1448,10.130087860640685
E9A_WSCT0147.JPG,,8.1448,12.274067981435735
E9A_WSCT0161.JPG,,6.1684,7.885033560935142
E9A_WSCT0172.JPG,,6.1684,8.842957164527036
E9A_WSCT0196.JPG,,18.3562,18.172314154354638
E9A_WSCT0204.JPG,,30.0682,31.732756563650298
E9A_WSCT0222.JPG,,40.7554,41.38042417255906
E9A_WSCT0231.JPG,,39.2914,41.76375800519003
E9A_WSCT0238.JPG,,37.315,40.82095780551771
E9A_WSCT0244.JPG,,42.2438,45.22560086492831
E9A_WSCT0254.JPG,,40.2674,42.63013415132423
E9A_WSCT0255.JPG,,39.755,44.397951033188235
E9A_WSCT0261.JPG,,43.7078,45.65015059
E9A_WSCT0266.JPG,,43.6834,47.99134337824802
E9A_WSCT0321.JPG,,56.347,57.72355428
E9A_WSCT0336.JPG,,53.8704,56.81285862864786
E9A_WSCT0357.JPG,,56.3714,58.97044105366865
E9A_WSCT0362.JPG,,64.0574,66.78463949462338
E9A_WSCT0369.JPG,,60.3852,65.44888642566215
E9A_WSCT0383.JPG,,65.558,67.23208222135884
E9A_WSCT0392.JPG,,67.571,66.93020984285093
E9A_WSCT0393.JPG,,67.693,66.75450083983083
E9A_WSCT0399.JPG,,66.1436,68.32751613634645
E9A_WSCT0405.JPG,,65.7776,67.27283884
E9A_WSCT0415.JPG,,65.6312,69.26013622410852
E9A_WSCT0425.JPG,,73.9028,74.33966882195057
E9A_WSCT0428.JPG,,74.3542,76.27600983435741
E9A_WSCT0449.JPG,,69.5474,72.12859958050268
E9A_WSCT0474.JPG,,66.9854,71.01176785948675
E9A_WSCT0489.JPG,,64.6186,67.44142626147342
E9A_WSCT0497.JPG,,66.107,66.52901404534825
E9A_WSCT0510.JPG,,65.7166,67.30486237392961
E9A_WSCT0520.JPG,,66.1436,68.84596998195215
E9A_WSCT0527.JPG,,71.6458,73.46486855145994
E9A_WSCT0528.JPG,,71.109,73.86504414752702
E9A_WSCT0540.JPG,,77.4408,77.79145608194275
E9A_WSCT0541.JPG,,75.9158,78.46440594233391
E9A_WSCT0556.JPG,,109.1852,108.47256007980832
E9A_WSCT0622.JPG,,96.4362,97.14198532
E9A_WSCT0628.JPG,,99.5594,99.55736701137374
E9A_WSCT0630.JPG,,100.389,99.88191306924003
E9A_WSCT0632.JPG,,98.01,95.62527545508524
E9A_WSCT0645.JPG,,95.631,94.53730311
E9A_WSCT0649.JPG,,94.0938,93.06534559
E9A_WSCT0652.JPG,,93.252,92.73505166150017
E9A_WSCT0657.JPG,,91.1414,90.64107791508397
E9A_WSCT0671.JPG,,75.5254,77.86452321
E9A_WSCT0684.JPG,,58.8358,61.486220194225695
E9A_WSCT0687.JPG,,58.4454,59.83468943612243
E9A_WSCT0700.JPG,,53.5166,53.27368386779537
E9A_WSCT0715.JPG,,38.84,39.965243957808184
E9A_WSCT0719.JPG,,37.4126,40.633066783918764
E9A_WSCT0724.JPG,,28.0674,29.36518364021839
E9A_WSCT0742.JPG,,8.584,11.695811726838599
E9A_WSCT0753.JPG,,1.7032,5.425884535952207
E9A_WSCT0759.JPG,,1.6422,4.519691364774701
E9A_WSCT0760.JPG,,2.6426,4.344950422417071
E9A_WSCT0790.JPG,,11.4388,20.46096926528469
E9E_WSCT0034.JPG,,1.0847,7.569870230367371
E9E_WSCT0045.JPG,,1.0436,5.8883255663104705
E9E_WSCT0052.JPG,,0.4271,5.5443982879667715
E9E_WSCT0084.JPG,,1.4683,4.3769674323599475
E9E_WSCT0090.JPG,,0.9888,2.979483443062634
E9E_WSCT0100.JPG,,6.9209,8.595263964135427
E9E_WSCT0108.JPG,,11.9214,15.407997481204745
E9E_WSCT0110.JPG,,9.0855,10.106985198342784
E9E_WSCT0120.JPG,,14.086,16.139250698131548
E9E_WSCT0125.JPG,,20.7031,23.99902620224907
E9E_WSCT0128.JPG,,18.9632,25.181699496095746
E9E_WSCT0133.JPG,,15.7026,20.55868989587782
E9E_WSCT0134.JPG,,15.0998,18.991865596429022
E9E_WSCT0136.JPG,,15.1546,17.699521967357953
E9E_WSCT0140.JPG,,12.4146,15.019623935977563
E9E_WSCT0156.JPG,,11.8666,14.98119722824265
E9E_WSCT0166.JPG,,12.3461,14.289742899488715
E9E_WSCT0180.JPG,,9.1129,13.858163805469303
E9E_WSCT0188.JPG,,12.8941,21.723452051860306
E9E_WSCT0198.JPG,,23.9226,28.333796283540607
E9E_WSCT0214.JPG,,26.7037,30.458963173090638
E9E_WSCT0220.JPG,,49.0347,50.57095588
E9E_WSCT0223.JPG,,45.2672,48.97643250872218
E9E_WSCT0229.JPG,,43.6917,47.086774303712446
E9E_WSCT0235.JPG,,46.4043,50.591216217166874
E9E_WSCT0236.JPG,,45.8426,50.761055081497574
E9E_WSCT0242.JPG,,46.4317,51.88156414454701
E9E_WSCT0246.JPG,,54.5695,55.70528851481862
E9E_WSCT0259.JPG,,51.3363,54.17602151127292
E9E_WSCT0263.JPG,,51.8295,53.54732794902603
E9E_WSCT0270.JPG,,51.1582,52.21045567489119
E9E_WSCT0282.JPG,,49.5553,52.018012989932856
E9E_WSCT0294.JPG,,64.3239,69.97658110593926
E9E_WSCT0303.JPG,,71.9822,74.05663734
E9E_WSCT0315.JPG,,69.6806,73.90293296652601
E9E_WSCT0321.JPG,,71.4616,74.74412288994344
E9E_WSCT0330.JPG,,68.1188,71.55814561
E9E_WSCT0332.JPG,,68.0366,71.05712989576315
E9E_WSCT0336.JPG,,65.7761,73.05757963798291
E9E_WSCT0339.JPG,,67.5708,71.77213117067953
E9E_WSCT0343.JPG,,71.9,77.10926572654728
E9E_WSCT0357.JPG,,78.5445,81.57856388816413
E9E_WSCT0368.JPG,,83.0244,84.26168103534405
E9E_WSCT0407.JPG,,86.0384,86.17100883845524
E9E_WSCT0410.JPG,,84.4766,84.50618643828707
E9E_WSCT0415.JPG,,84.0108,87.96879717538187
E9E_WSCT0421.JPG,,94.9023,97.37503627318668
E9E_WSCT0431.JPG,,90.0251,93.98825481556051
E9E_WSCT0455.JPG,,84.3944,87.93942548642579
E9E_WSCT0462.JPG,,83.4902,85.91370272004445
E9E_WSCT0468.JPG,,84.5588,86.61416307445504
E9E_WSCT0470.JPG,,82.3668,87.03946357279949
E9E_WSCT0471.JPG,,81.2023,87.09115883918935
E9E_WSCT0484.JPG,,86.1617,87.84330535614771
E9E_WSCT0498.JPG,,86.1206,90.35381167190212
E9E_WSCT0509.JPG,,83.8053,86.28843265733059
E9E_WSCT0510.JPG,,81.7092,87.99012199614262
E9E_WSCT0523.JPG,,83.8875,86.78873254319632
E9E_WSCT0529.JPG,,88.8469,90.84229345441824
E9E_WSCT0540.JPG,,99.2726,100.43352433879758
E9E_WSCT0554.JPG,,115.2879,117.76906249965083
E9E_WSCT0560.JPG,,116.9593,119.88789784624714
E9E_WSCT0561.JPG,,114.7399,119.85811215215631
E9E_WSCT0590.JPG,,112.3835,117.6311578954292
E9E_WSCT0594.JPG,,114.4796,116.30565881236245
E9E_WSCT0596.JPG,,110.8765,114.38510176744663
E9E_WSCT0601.JPG,,110.7943,111.98441245431852
E9E_WSCT0624.JPG,,104.1498,108.66015550452934
E9E_WSCT0643.JPG,,116.7538,117.73889833441314
E9E_WSCT0654.JPG,,112.8493,117.46081838106008
E9E_WSCT0671.JPG,,102.6291,105.19652427993375
E9E_WSCT0672.JPG,,102.2729,104.01756415350536
E9E_WSCT0674.JPG,,100.0946,99.51730570055147
E9E_WSCT0679.JPG,,92.039,93.78122339491188
E9E_WSCT0680.JPG,,94.0392,95.54312548
E9E_WSCT0696.JPG,,87.4495,87.55941438060441
E9E_WSCT0705.JPG,,84.8054,88.00944549511459
E9E_WSCT0706.JPG,,82.4353,84.63579202450308
E9E_WSCT0707.JPG,,80.9831,84.64184838810635
E9E_WSCT0731.JPG,,56.3231,65.00690588536006
E9E_WSCT0734.JPG,,48.5826,56.01824166778363
E9E_WSCT0765.JPG,,6.5784,14.525466621012924
E9E_WSCT0767.JPG,,0.5641,10.05530526867733
E9E_WSCT0769.JPG,,2.852,9.651250443385265
E9E_WSCT0776.JPG,,3.3452,8.323288271852618
E9E_WSCT0783.JPG,,0.6189,8.850869249409413
E9F_WSCT0074.JPG,,-3.724,-2.651475508
E9F_WSCT0075.JPG,,-4.82,-2.621873939
E9F_WSCT0076.JPG,,-5.9297,-4.718492265
E9F_WSCT0086.JPG,,-3.724,-0.698528525
E9F_WSCT0110.JPG,,-4.272,-2.09861296
E9F_WSCT0130.JPG,,-9.2177,-5.411242273
E9F_WSCT0136.JPG,,-7.012,-4.363875504
E9F_WSCT0146.JPG,,-6.4914,-3.96529232
E9F_WSCT0160.JPG,,-5.9297,-4.918255265
E9F_WSCT0168.JPG,,-4.2857,-6.909503298
E9F_WSCT0177.JPG,,17.1,17.96446210665806
W1A_WSCT0014.JPG,,-1.0203,1.620462699229961
W1A_WSCT0015.JPG,,-0.371,1.5849882441422665
W1A_WSCT0017.JPG,,-1.0203,0.4220062528635822
W1A_WSCT0021.JPG,,1.4108,1.7104796564170215
W1A_WSCT0037.JPG,,-1.0203,-0.017545772
W1A_WSCT0062.JPG,,2.0903,1.3937206990441382
W1A_WSCT0098.JPG,,-0.3257,0.3413635679377762
W1A_WSCT0104.JPG,,-0.975,0.8551643639328859
W1A_WSCT0113.JPG,,0.2481,0.45212537151019205
W1A_WSCT0114.JPG,,-0.3559,-0.210219184
W1A_WSCT0117.JPG,,-0.4163,1.9260446957299564
W1A_WSCT0125.JPG,,25.601,27.04914921458669
W1A_WSCT0135.JPG,,17.7943,20.138760879440667
W1A_WSCT0149.JPG,,19.5308,22.27824157
W1A_WSCT0161.JPG,,25.6312,24.89088239162413
W1A_WSCT0166.JPG,,28.017,31.821856476206335
W1A_WSCT0168.JPG,,34.7516,39.52493215534531
W1A_WSCT0178.JPG,,29.9045,31.000699081942287
W1A_WSCT0181.JPG,,30.433,28.549566181520163
W1A_WSCT0189.JPG,,38.9343,41.348537722413425
W1A_WSCT0209.JPG,,46.7108,48.05172533905926
W1A_WSCT0215.JPG,,43.7814,46.507288065251146
W1A_WSCT0216.JPG,,43.7361,47.45373693280419
W1A_WSCT0219.JPG,,47.3601,50.79224729769339
W1A_WSCT0230.JPG,,50.9539,51.31871444497949
W1A_WSCT0239.JPG,,55.8463,54.437521321309134
W1A_WSCT0241.JPG,,56.4352,54.26174971776118
W1A_WSCT0248.JPG,,72.1543,72.36081774834642
W1A_WSCT0254.JPG,,73.317,76.09643101397137
W1A_WSCT0256.JPG,,77.6054,76.23234086261442
W1A_WSCT0261.JPG,,72.7583,75.27104942096909
W1A_WSCT0262.JPG,,73.3321,74.52964208270492
W1A_WSCT0268.JPG,,84.7024,85.54894737585511
W1A_WSCT0293.JPG,,73.3472,72.54481025773018
W1A_WSCT0297.JPG,,72.7734,73.05074400925068
W1A_WSCT0309.JPG,,76.3068,75.03219123109861
W1A_WSCT0317.JPG,,69.1645,74.23976600289822
W1A_WSCT0324.JPG,,84.7779,72.62645458418163
W1A_WSCT0329.JPG,,72.2147,73.41164040420412
W1A_WSCT0335.JPG,,72.0637,72.61177367345294
W1A_WSCT0341.JPG,,72.7281,73.19886862594345
W1A_WSCT0344.JPG,,78.8587,82.76396975818983
W1A_WSCT0352.JPG,,82.4525,82.89632184863308
W1A_WSCT0355.JPG,,81.8032,83.11990772347514
W1A_WSCT0359.JPG,,109.5721,113.20545265428285
W1A_WSCT0372.JPG,,110.8254,113.21040252819137
W1A_WSCT0406.JPG,,98.7152,98.21616915093341
W1A_WSCT0414.JPG,,103.4868,105.21248109089453
W1A_WSCT0425.JPG,,96.873,95.32517696
W1A_WSCT0436.JPG,,81.6824,82.86745765195604
W1A_WSCT0449.JPG,,45.4877,47.38222261801553
W1A_WSCT0450.JPG,,39.946,43.82195356
W1A_WSCT0465.JPG,,0.0669,0.6482754501782892
W1A_WSCT0475.JPG,,-1.1411,1.247575280000035
W1A_WSCT0489.JPG,,0.4897,0.068090633
W1A_WSCT0492.JPG,,1.7581,1.8914769333326262
W1A_WSCT0496.JPG,,-0.6277,0.5175093396871944
W1A_WSCT0497.JPG,,-0.1898,-0.292159694
W1A_WSCT0507.JPG,,-0.1143,-0.402406608
W1A_WSCT0512.JPG,,-1.8659,-1.326789923
W1A_WSCT0524.JPG,,0.5501,1.2945139829230925
W2A_WSCT0013.JPG,,-4.4611,-0.591059523
W2A_WSCT0026.JPG,,-6.6573,-4.548422514
W2A_WSCT0035.JPG,,-6.6156,-4.168801118
W2A_WSCT0037.JPG,,-7.1716,-3.677566035
W2A_WSCT0038.JPG,,-6.6434,-4.330118393
W2A_WSCT0055.JPG,,-6.6851,-2.223367505
W2A_WSCT0065.JPG,,-6.6712,-5.301284842
W2A_WSCT0077.JPG,,-3.8495,-0.186477196
W2A_WSCT0092.JPG,,-5.5592,-4.721004212
W2A_WSCT0094.JPG,,-9.9655,-3.731093885
W2A_WSCT0111.JPG,,-8.8118,-4.480275008
W2A_WSCT0112.JPG,,-7.1716,-5.201803173
W2A_WSCT0122.JPG,,19.5025,25.365853503553183
W2A_WSCT0153.JPG,,27.7174,30.918527992503527
W2A_WSCT0166.JPG,,27.1892,30.47850096906012
W2A_WSCT0188.JPG,,34.3755,43.40939366697103
W2A_WSCT0210.JPG,,42.3263,45.37482017646107
W2A_WSCT0216.JPG,,42.1595,45.29262119013214
W2A_WSCT0220.JPG,,43.2854,46.57113594485509
W2A_WSCT0230.JPG,,37.7671,40.93077823099998
W2A_WSCT0251.JPG,,59.9932,61.718535512835075
W2A_WSCT0277.JPG,,51.125,54.51562786882741
W2A_WSCT0281.JPG,,50.708,54.707971252560924
W2A_WSCT0286.JPG,,50.0964,52.487745359649665
W2A_WSCT0306.JPG,,51.6949,54.783957837773926
W2A_WSCT0319.JPG,,47.8168,50.43028793105205
W2A_WSCT0322.JPG,,48.4006,55.901627655738565
W2A_WSCT0324.JPG,,48.9705,54.32794033976134
W2A_WSCT0335.JPG,,48.4006,53.282885813496875
W2A_WSCT0344.JPG,,57.658,55.08719202385126
W2A_WSCT0345.JPG,,58.353,59.419607037645335
W2A_WSCT0355.JPG,,76.1311,74.89308709064886
W2A_WSCT0373.JPG,,86.2781,83.44609647791398
W2A_WSCT0375.JPG,,80.1065,81.41115303698584
W2A_WSCT0376.JPG,,78.4107,75.95996312709241
W2A_WSCT0384.JPG,,75.0191,73.18406032
W2A_WSCT0424.JPG,,55.0865,56.90143942428497
W2A_WSCT0426.JPG,,52.7791,54.61150313684439
W2A_WSCT0445.JPG,,-8.8813,-4.723362829
W2A_WSCT0447.JPG,,-7.7554,-2.499459768
W2A_WSCT0448.JPG,,-8.3253,-3.016568286
W2A_WSCT0460.JPG,,-6.6434,-4.713630537
W2A_WSCT0466.JPG,,-6.6573,-3.446022067
W2A_WSCT0477.JPG,,-6.6295,-4.693566911
W2A_WSCT0482.JPG,,-7.1994,-2.667115925
W2A_WSCT0484.JPG,,-6.6712,-3.878126283
W2A_WSCT0501.JPG,,-8.3948,-2.953614125
W2A_WSCT0516.JPG,,-6.6851,-2.648802846
W5A_WSCT0024.JPG,,0.2826,6.015978512065942
W5A_WSCT0047.JPG,,-0.3495,-0.739404901
W5A_WSCT0053.JPG,,-3.0069,-1.162568428
W5A_WSCT0077.JPG,,-1.3041,-1.176987848
W5A_WSCT0082.JPG,,8.487,5.719915822
W5A_WSCT0105.JPG,,0.5019,-0.715150524
W5A_WSCT0107.JPG,,-3.6519,-0.718642287
W5A_WSCT0119.JPG,,-3.0198,0.27778603947416514
W5A_WSCT0121.JPG,,-1.9233,-2.016774191
W5A_WSCT0134.JPG,,36.0801,33.76499924
W5A_WSCT0148.JPG,,67.698,70.08547121795812
W5A_WSCT0149.JPG,,61.8672,66.14711864586559
W5A_WSCT0162.JPG,,50.799,57.490572798666506
W5A_WSCT0177.JPG,,54.3336,58.931887418509746
W5A_WSCT0183.JPG,,54.1143,56.910429605655224
W5A_WSCT0192.JPG,,53.2629,55.63535008997383
W5A_WSCT0228.JPG,,67.7367,74.82276732
W5A_WSCT0230.JPG,,81.8235,83.04387986473614
W5A_WSCT0266.JPG,,119.3754,116.98538879181567
W5A_WSCT0274.JPG,,105.882,103.81199918089499
W5A_WSCT0277.JPG,,101.8185,100.0522283218782
W5A_WSCT0289.JPG,,102.2313,103.18603512231138
W5A_WSCT0296.JPG,,105.2241,103.48824471171142
W5A_WSCT0299.JPG,,101.9733,104.33435902065233
W5A_WSCT0309.JPG,,101.2509,102.41875603469646
W5A_WSCT0312.JPG,,100.0383,101.14437393882284
W5A_WSCT0314.JPG,,98.7741,99.85472801
W5A_WSCT0318.JPG,,102.8376,103.11841954491703
W5A_WSCT0341.JPG,,108.3072,108.59262696298455
W5A_WSCT0351.JPG,,116.9244,113.50625578204864
W5A_WSCT0367.JPG,,141.6666,141.28544625264414
W5A_WSCT0370.JPG,,150.8256,150.93368950854287
W5A_WSCT0372.JPG,,152.4123,151.91526467729227
W5A_WSCT0376.JPG,,151.4706,150.4424424417105
W5A_WSCT0389.JPG,,159.4428,155.62152922320786
W5A_WSCT0404.JPG,,139.8348,139.31542645723997
W5A_WSCT0421.JPG,,122.7294,123.16540571444196
W5A_WSCT0427.JPG,,127.2444,126.79190129999199
W5A_WSCT0429.JPG,,130.0308,129.25716127427353
W5A_WSCT0430.JPG,,129.2955,128.9792742664575
W5A_WSCT0437.JPG,,120.1107,119.63575198333328
W5A_WSCT0449.JPG,,97.2648,99.1009473
W5A_WSCT0470.JPG,,48.9285,51.74381223775046
W5A_WSCT0490.JPG,,-1.575,0.004166422
W5A_WSCT0506.JPG,,0.489,1.8107021297539632
W6A_WSCT0004.JPG,,-3.3542,3.4472953496785976
W6A_WSCT0007.JPG,,-0.5,2.6802689364599814
W6A_WSCT0021.JPG,,2.8796,0.099602584
W6A_WSCT0022.JPG,,-0.5142,1.4802550557830614
W6A_WSCT0042.JPG,,2.766,4.562740029481461
W6A_WSCT0055.JPG,,2.2122,3.2148857318334763
W6A_WSCT0062.JPG,,4.5268,6.521932800720492
W6A_WSCT0067.JPG,,10.8032,8.935471354415029
W6A_WSCT0069.JPG,,5.18,8.329370851584144
W6A_WSCT0071.JPG,,2.766,5.3731052590655395
W6A_WSCT0086.JPG,,2.3684,2.585782188995438
W6A_WSCT0090.JPG,,3.547,3.7104158940827574
W6A_WSCT0092.JPG,,-0.4432,1.8017759453265398
W6A_WSCT0095.JPG,,4.7256,6.172150797442271
W6A_WSCT0118.JPG,,28.5248,23.085154538681593
W6B_WSCT0020.JPG,,-0.4237,-1.154651195
W6B_WSCT0023.JPG,,0.8323,2.676868170356329
W6B_WSCT0029.JPG,,1.476,0.9083702130311622
W6B_WSCT0032.JPG,,0.2043,-0.312790944
W6B_WSCT0036.JPG,,0.1886,0.21115172558137374
W6B_WSCT0095.JPG,,-2.3077,-0.175214586
W6B_WSCT0107.JPG,,3.3286,0.4664710936364145
W6B_WSCT0113.JPG,,3.2815,1.6663920961613599
W6B_WSCT0128.JPG,,42.2489,44.065327671786235
W6B_WSCT0140.JPG,,52.2969,54.717838206658826
W6B_WSCT0144.JPG,,45.3261,48.63078060611184
W6B_WSCT0157.JPG,,49.7064,52.35518997445311
W6B_WSCT0173.JPG,,48.5132,49.57770543723905
W6B_WSCT0175.JPG,,44.0073,48.39712706839015
W6B_WSCT0178.JPG,,49.1098,49.88324030425247
W6B_WSCT0180.JPG,,48.4975,50.38854212036338
W6B_WSCT0182.JPG,,46.5821,49.83322645020456
W6B_WSCT0183.JPG,,47.2572,49.39441458988745
W6B_WSCT0186.JPG,,59.1892,64.40325789
W6B_WSCT0196.JPG,,67.3375,68.71642764
W6B_WSCT0208.JPG,,67.2904,70.93569427340395
W6B_WSCT0211.JPG,,66.5996,67.94374693498082
W6B_WSCT0229.JPG,,77.9507,78.42776851
W6B_WSCT0275.JPG,,101.2966,101.23825109440307
W6B_WSCT0284.JPG,,102.5526,100.78841257393836
W6B_WSCT0316.JPG,,99.8836,101.63854044733156
W6B_WSCT0318.JPG,,100.543,101.39596196625766
W6B_WSCT0334.JPG,,103.1335,101.86834582436677
W6B_WSCT0341.JPG,,111.9255,108.93798798014097
W6B_WSCT0349.JPG,,118.8335,120.40339590102943
W6B_WSCT0351.JPG,,117.499,117.0979251
W6B_WSCT0353.JPG,,116.3686,115.99535570364284
W6B_WSCT0361.JPG,,153.3892,154.28974193323154
W6B_WSCT0363.JPG,,154.4882,153.30470466495314
W6B_WSCT0365.JPG,,150.8615,152.6408140858233
W6B_WSCT0368.JPG,,149.6369,151.65809576736876
W6B_WSCT0370.JPG,,148.9461,149.47452183770596
W6B_WSCT0373.JPG,,150.9086,150.7233762790789
W6B_WSCT0388.JPG,,141.4415,142.62866875819398
W6B_WSCT0393.JPG,,137.6735,143.1054095559652
W6B_WSCT0396.JPG,,129.3682,129.54412853898833
W6B_WSCT0397.JPG,,130.059,130.71529437169383
W6B_WSCT0403.JPG,,116.8553,117.5171089553387
W6B_WSCT0407.JPG,,116.871,115.75943161555932
W6B_WSCT0418.JPG,,125.6002,125.82741172291779
W6B_WSCT0419.JPG,,124.9722,124.74873489061162
W6B_WSCT0453.JPG,,47.634,51.588677174429364
W6B_WSCT0487.JPG,,-2.449,0.2301675720750609
W6B_WSCT0506.JPG,,1.9156,1.9526955668694086
W6B_WSCT0508.JPG,,1.2876,1.5745173418453078
W6B_WSCT0519.JPG,,2.4965,4.843386091554692
W6C_WSCT0054.JPG,,-1.728,2.5174353397621303
W6C_WSCT0057.JPG,,-0.24,1.087415473725116
W6C_WSCT0071.JPG,,2.736,3.6368030925011112
W6C_WSCT0088.JPG,,1.992,2.3076170499283535
W6C_WSCT0111.JPG,,11.664,8.339690591004796
W6C_WSCT0131.JPG,,1.992,1.932843560300853
W6C_WSCT0137.JPG,,-2.472,2.6313282467261274
